Company_ID_Number,Company_City,"City_Zip
",Job_Title,Job_Link,Job_Type,Company_Rating,Job_Degree,Company_Name,Company_Industry,Job_Salary,Job_Skills,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s14,s15
Job1427,San Francisco,94115,AI Scientist (Contractor),https://www.indeed.com/rc/clk?jk=0e8a33cbfc775d01&fccid=e228a3c78d0f7f13&vjs=3,artificial_intelligence,4,Masters Degree,First Republic Bank,Software Development,140000-159999,SOX,T-SQL,Microsoft SQL Server,R,,,,,,,,,,
Job1429,Boston,94115,AI Scientist - Sales Strategy,https://www.indeed.com/rc/clk?jk=7eceec84c6514203&fccid=dfc44f3b8c44a6db&vjs=3,artificial_intelligence,4.1,Associates Degree,Cisco Systems,Internet and Software,140000-159999,Machine Learning,R,Statisical Analysis,Python,,,,,,,,,,
Job1430,Madison,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=82fc6316bf469991&fccid=4527a4c9ab062616&vjs=3,artificial_intelligence,3.5,Associates Degree,Optimizely,Software Development,140000-159999,Java,Data Mining,Machine Learning,Design Experience,Python,,,,,,,,,
Job1431,Boston,10001,AI Scientist,https://www.indeed.com/rc/clk?jk=acfd23917d6c4d1f&fccid=5bcd1ef0a7f4fb99&vjs=3,artificial_intelligence,3.9,Masters Degree,Citi,Banks and Financial Services,140000-159999,TensorFlow,AI,Hive,Machine Learning,Go,Hadoop,R,Azure,SQL,Spark,MATLAB,Python,AWS,
Job1432,Trenton,98101,AI Scientist,https://www.indeed.com/rc/clk?jk=2d4f323180cce9f5&fccid=4514e98bb41669d2&vjs=3,artificial_intelligence,4.8,Masters Degree,Convoy,Software Development,140000-159999,Big Data,Spark,Machine Learning,Hadoop,R,Python,SQL,,,,,,,
Job1435,Trenton,80014,Sales AI Scientist,https://www.indeed.com/rc/clk?jk=f89f3b38377c8633&fccid=7136762d065a5ad7&vjs=3,artificial_intelligence,4.1,PHD/Doctorate Degree,Autodesk,Internet and Software,140000-159999,Salesforce CRM,TensorFlow,Hive,Machine Learning,Hadoop,Power BI,Scala,R,SQL,Tableau,Big Data,Java,Spark,NoSQL
Job1436,Trenton,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=ce858e8acf6b7e1e&fccid=39575763eb890563&vjs=3,artificial_intelligence,2.6,PHD/Doctorate Degree,LimeBike,Consumer Goods and Services,140000-159999,Machine Learning,Python,SQL,,,,,,,,,,,
Job1437,Charleston,94115,Distinguished AI Scientist,https://www.indeed.com/rc/clk?jk=d8753e72d8c188b7&fccid=76bce720eab9a7b0&vjs=3,artificial_intelligence,4,Associates Degree,DuPont,Consumer Goods and Services,140000-159999,Linux,AI,Machine Learning,R,C/C++,Natural Language Processing,Python,,,,,,,
Job1439,Chicago,10001,AI Scientist - Investment Bank,https://www.indeed.com/rc/clk?jk=dea3c27ecd2fdb04&fccid=1c76c3a36f6c7557&vjs=3,artificial_intelligence,3.9,Masters Degree,UBS,Banks and Financial Services,140000-159999,AI,Predictive Analytics,Spark,Machine Learning,Hadoop,Python,,,,,,,,
Job1440,Boston,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=9676cace0d91967c&fccid=ae804d7135a7b480&vjs=3,artificial_intelligence,3.1,Masters Degree,Quantcast,Software Development,140000-159999,Hive,Machine Learning,Hadoop,Project Management,R,SQL,Design Experience,PostgreSQL,Doubleclick,Data Science,Python,AWS,,
Job1443,San Francisco,10001,AI Scientist,https://www.indeed.com/rc/clk?jk=348e9f931c44ac3b&fccid=bfd775c668d70e10&vjs=3,artificial_intelligence,4.1,Bachelors Degree,AXIS Insurance,Insurance,140000-159999,AI,Machine Learning,Project Management,R,SQL,Python,,,,,,,,
Job1444,Houston,94115,AI Scientist – Deep Learning,https://www.indeed.com/rc/clk?jk=987dbbf7535a7f84&fccid=98eb9367230d83da&vjs=3,artificial_intelligence,3,Masters Degree,C3,Consulting and Business Services,140000-159999,TensorFlow,Machine Learning,R,Natural Language Processing,JavaScript,AI,Scala,Image Processing,Java,Git,Python,,,
Job1445,Austin,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=c295d827a729e0cb&fccid=1639254ea84748b5&vjs=3,artificial_intelligence,4.2,Associates Degree,Facebook,Internet and Software,140000-159999,Hadoop,Project Management,Scripting,R,SAS,SQL,Tableau,STATA,SPSS,Python,PHP,,,
Job1446,Portland,10001,AI Scientist,https://www.indeed.com/rc/clk?jk=8c7434ac9b7e8edf&fccid=4983b5e32f963a34&vjs=3,artificial_intelligence,3.8,Masters Degree,Neuberger Berman,Banks and Financial Services,140000-159999,Data Mining,Machine Learning,Hadoop,R,C/C++,SQL,Java,Natural Language Processing,Spark,Python,,,,
Job1447,Seattle,98101,AI Scientist,https://www.indeed.com/rc/clk?jk=c2ce280df39d9d5e&fccid=863ad2cc91c92c82&vjs=3,artificial_intelligence,3.6,Masters Degree,Groupon,Internet and Software,140000-159999,Hive,Data Mining,Ruby,Machine Learning,Data Management,Scripting,Hadoop,Perl,Scala,R,SAS,SQL,Tableau,STATA
Job1448,New York City,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=49911742295a1a21&fccid=64e4cdd7435d8c42&vjs=3,artificial_intelligence,2.7,Associates Degree,Crowdstrike,Internet and Software,140000-159999,Linux,Machine Learning,Unit Testing,Python,AWS,,,,,,,,,
Job1449,Richmond,10001,Principal AI Scientist,https://www.indeed.com/rc/clk?jk=cef3b2996fb953e4&fccid=8be6dcd74cebbd42&vjs=3,artificial_intelligence,4,Associates Degree,Sartorius Corporation,Industrial Manufacturing,140000-159999,Machine Learning,NoSQL,Hadoop,R,MATLAB,Process Engineering,Python,SQL,,,,,,
Job1450,Boston,10001,Principal AI Scientist,https://www.indeed.com/rc/clk?jk=52e4e378aebcd199&fccid=8be6dcd74cebbd42&vjs=3,artificial_intelligence,4,Bachelors Degree,Sartorius Corporation,Industrial Manufacturing,140000-159999,Machine Learning,NoSQL,Hadoop,R,MATLAB,Process Engineering,Python,SQL,,,,,,
Job1452,Chicago,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=e1ee4373e160905d&fccid=a2faf1301ac6ad4b&vjs=3,artificial_intelligence,4.2,PHD/Doctorate Degree,Bosch Group,Software Development,140000-159999,Machine Learning,Hadoop,Scala,R,C/C++,Java,Big Data,Spark,Python,,,,,
Job1454,Chicago,94115,Senior AI Scientist,https://www.indeed.com/rc/clk?jk=002baab0aa48153d&fccid=a21049544b02a3e9&vjs=3,artificial_intelligence,3.8,Bachelors Degree,Porsche,Software Development,140000-159999,Data Mining,Machine Learning,Statisical Analysis,,,,,,,,,,,
Job1455,Louisville,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=34878080190967c1&fccid=e228a3c78d0f7f13&vjs=3,artificial_intelligence,4,PHD/Doctorate Degree,First Republic Bank,Software Development,140000-159999,AI,Microsoft SQL Server,Data Mining,Machine Learning,C/C++,SQL,Java,MySQL,Cassandra,MongoDB,NoSQL,PostgreSQL,Shell Scripting,Python
Job1457,New York City,10001,AI Scientist,https://www.indeed.com/rc/clk?jk=cc87d27574aa86a6&fccid=2ab13947fbb2d925&vjs=3,artificial_intelligence,3.1,Associates Degree,VROOM,Software Development,140000-159999,Machine Learning,R,SQL,Martech,Python,Supply Chain Experience,,,,,,,,
Job1458,Washington DC,29401,Principle AI Scientist,https://www.indeed.com/rc/clk?jk=ce284bd5ca774410&fccid=66c010dc97a69d7c&vjs=3,artificial_intelligence,3.8,Associates Degree,Sealed Air,Industrial Manufacturing,140000-159999,Data Mining,Machine Learning,R,SAS,C/C++,SQL,Java,Spark,Python,,,,,
Job1459,Annapolis,10001,AI Scientist,https://www.indeed.com/rc/clk?jk=20a4d4af372e2758&fccid=b716e44d2c6283e7&vjs=3,artificial_intelligence,4,Bachelors Degree,S&P Global,Banks and Financial Services,140000-159999,Pig,Hive,Machine Learning,Experimental Design,Perl,R,C/C++,Solr,Natural Language Processing,Data Analysis,MATLAB,AI,Data Mining,Hadoop
Job1460,Washington DC,63101,AI Scientist - Genomic Prediction,https://www.indeed.com/rc/clk?jk=08318ccd3ae356f0&fccid=3529500887e40d15&vjs=3,artificial_intelligence,4.2,PHD/Doctorate Degree,Monsanto,Agriculture and Extraction,140000-159999,TensorFlow,Linux,Machine Learning,R,Scala,C/C++,SQL,Java,Big Data,Python,Fortran,AWS,,
Job1461,San Francisco,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=6f733af097ae7f27&fccid=76644a33987f2488&vjs=3,artificial_intelligence,3.8,Associates Degree,Gap Inc.,Retail,140000-159999,Data Mining,Machine Learning,R,SAS,SQL,Python,,,,,,,,
Job1462,Minneapolis,10001,AI Scientist,https://www.indeed.com/rc/clk?jk=fa466e209c425917&fccid=b39fb6f124ce8586&vjs=3,artificial_intelligence,3.5,Masters Degree,comScore,Software Development,140000-159999,Data Mining,Microsoft Powerpoint,Machine Learning,R,SAS,SQL,Git,Data Analysis,Shell Scripting,Data Science,Python,,,
Job1463,San Francisco,23173,AI Scientist,https://www.indeed.com/rc/clk?jk=ffe8067a782cd820&fccid=b7fabe7007d1a5c9&vjs=3,artificial_intelligence,4.8,Bachelors Degree,Applied Memetics LLC,Aerospace and Defense,140000-159999,Machine Learning,Hadoop,R,Scala,Kafka,Java,Big Data,Spark,Data Warehouse,Design Experience,Python,,,
Job1464,Chicago,23173,Aviation Safety AI Scientist,https://www.indeed.com/rc/clk?jk=02e0212511404f62&fccid=fd03a1a845b02aae&vjs=3,artificial_intelligence,4.1,Bachelors Degree,Mitre Corporation,Health Care,140000-159999,Pig,Machine Learning,Hadoop,R,SQL,Tableau,Aviation Experience,Spark,Python,,,,,
Job1466,Charleston,63101,Senior AI Scientist-Healthcare Quality,https://www.indeed.com/rc/clk?jk=da8e268d97e65e36&fccid=afbf8c270610a38a&vjs=3,artificial_intelligence,3.7,Bachelors Degree,Cigna,Insurance,140000-159999,Big Data,Hadoop,SAS,Python,SQL,,,,,,,,,
Job1467,Charleston,63101,AI Scientist,https://www.indeed.com/rc/clk?jk=35e5ca84f0136231&fccid=3529500887e40d15&vjs=3,artificial_intelligence,4.2,Associates Degree,Monsanto,Agriculture and Extraction,140000-159999,TensorFlow,Quantitative Analysis,Machine Learning,Hadoop,R,HBase,SQL,Big Data,MongoDB,Spark,Python,,,
Job1468,San Francisco,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=77d09ce7d447a675&fccid=f89deb5a97c7738a&vjs=3,artificial_intelligence,4.3,PHD/Doctorate Degree,Adobe,Internet and Software,140000-159999,TensorFlow,Pig,Hive,Data Mining,Machine Learning,Hadoop,R,SQL,Big Data,Java,Spark,MATLAB,Adobe Marketing,Python
Job1469,Atlanta,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=aab0b77f54adbec8&fccid=f89deb5a97c7738a&vjs=3,artificial_intelligence,4.3,Masters Degree,Adobe,Internet and Software,140000-159999,TensorFlow,Pig,Hive,Data Mining,Machine Learning,Hadoop,R,SQL,Big Data,Java,Spark,MATLAB,Adobe Marketing,Python
Job1470,Boston,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=aa8c2a9e5ab0f254&fccid=f89deb5a97c7738a&vjs=3,artificial_intelligence,4.3,PHD/Doctorate Degree,Adobe,Internet and Software,140000-159999,TensorFlow,Pig,Hive,Data Mining,Machine Learning,Hadoop,R,SQL,Big Data,Java,Spark,MATLAB,Adobe Marketing,Python
Job1471,Richmond,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=db29f7972e07463a&fccid=f89deb5a97c7738a&vjs=3,artificial_intelligence,4.3,Bachelors Degree,Adobe,Internet and Software,140000-159999,TensorFlow,Pig,Hive,Data Mining,Machine Learning,Hadoop,R,SQL,Big Data,Java,Spark,MATLAB,Adobe Marketing,Python
Job1472,San Francisco,94115,AI Scientist - Insurance,https://www.indeed.com/rc/clk?jk=d0d18093d324cca4&fccid=d978045561911d24&vjs=3,artificial_intelligence,4,Masters Degree,Blue Owl,Internet and Software,140000-159999,Machine Learning,SAS,Python,,,,,,,,,,,
Job1473,Chicago,37011,AI Scientist II,https://www.indeed.com/rc/clk?jk=51f7720c13b93240&fccid=389d5a2ac271d6f3&vjs=3,artificial_intelligence,3.5,PHD/Doctorate Degree,Ryder,Transport and Freight,140000-159999,AI,Design Patterns,Microsoft SQL Server,Machine Learning,Project Management,Azure,SDLC,Oracle,Informatica,,,,,
Job1474,Atlanta,94115,Movidius Deep Learning AI Scientist,https://www.indeed.com/rc/clk?jk=68a4a4b58a08f1f6&fccid=f1374be6a45f4b8a&vjs=3,artificial_intelligence,4.1,Associates Degree,Intel,Computers and Electronics,140000-159999,TensorFlow,AI,Machine Learning,Image Processing,,,,,,,,,,
Job1475,Annapolis,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=5e6fb77539e2aff2&fccid=f89deb5a97c7738a&vjs=3,artificial_intelligence,4.3,PHD/Doctorate Degree,Adobe,Internet and Software,140000-159999,Pig,AI,Hive,Data Mining,Machine Learning,Hadoop,Scala,R,Azure,SQL,Java,Big Data,Spark,Python
Job1476,Richmond,23173,AI Scientist,https://www.indeed.com/rc/clk?jk=27692f0c20e3cb5e&fccid=4e041af1d0af1bc8&vjs=3,artificial_intelligence,3.9,PHD/Doctorate Degree,Booz Allen Hamilton,Consulting and Business Services,140000-159999,Machine Learning,R,Perl,C/C++,Splunk,C#,SPSS,Data Mining,Hadoop,SAS,Tableau,Java,.Net,Docker
Job1477,New York City,94115,AI Scientist/Modeler - Operations,https://www.indeed.com/rc/clk?jk=6d7917b6bea712f7&fccid=7c3a1f1f98dde031&vjs=3,artificial_intelligence,3.1,Associates Degree,SoFi,Software Development,140000-159999,Hive,Machine Learning,R,SQL,NoSQL,Data Science,Python,,,,,,,
Job1478,Boston,94115,AI Scientist - Operations Research,https://www.indeed.com/rc/clk?jk=ba83b0ae3acd39ce&fccid=299da37b4d5aa9c1&vjs=3,artificial_intelligence,3,Masters Degree,Helpshift,Software Development,140000-159999,Pig,Hive,Machine Learning,Hadoop,R,Sentiment Analytics,Clojure,Haskell,Spark,Shell Scripting,MATLAB,Python,,
Job1479,Boston,94115,AI Scientist- AI/ML,https://www.indeed.com/rc/clk?jk=033d38ae8ead33ee&fccid=9ecb91618c39a24f&vjs=3,artificial_intelligence,4.4,PHD/Doctorate Degree,Etsy,Software Development,140000-159999,Java,Natural Language Processing,Data Mining,Spark,Machine Learning,Hadoop,Image Processing,Python,C/C++,,,,,
Job1480,Indianapolis,94115,Search/Relevance - Staff AI Scientist,https://www.indeed.com/rc/clk?jk=25492a3d97275785&fccid=822bc5d9a49270ea&vjs=3,artificial_intelligence,3.6,Masters Degree,Walmart,Retail,140000-159999,Java,Natural Language Processing,AI,Machine Learning,Image Processing,Python,,,,,,,,
Job1481,Chicago,94115,Movidius Deep Learning AI Scientist,https://www.indeed.com/rc/clk?jk=990b1c4a209e64c4&fccid=f1374be6a45f4b8a&vjs=3,artificial_intelligence,4.1,Associates Degree,Intel,Computers and Electronics,140000-159999,TensorFlow,AI,Machine Learning,Image Processing,,,,,,,,,,
Job1482,San Francisco,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=26d2c464308c6759&fccid=695c46481d2992ff&vjs=3,artificial_intelligence,4,Bachelors Degree,ThirdLove,Consumer Goods and Services,140000-159999,Pig,Hive,Machine Learning,Hadoop,R,Scala,SAS,SQL,HBase,Big Data,Cassandra,Spark,Python,Data Science
Job1485,Atlanta,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=fa13abac8050e46e&fccid=98eb9367230d83da&vjs=3,artificial_intelligence,3,Associates Degree,C3,Consulting and Business Services,140000-159999,JavaScript,AI,Data Mining,Machine Learning,Hadoop,R,Scala,Java,Python,,,,,
Job1486,San Francisco,10001,AI Scientist,https://www.indeed.com/rc/clk?jk=a674b6ee407ce5a0&fccid=4983b5e32f963a34&vjs=3,artificial_intelligence,3.8,Bachelors Degree,Neuberger Berman,Banks and Financial Services,140000-159999,Data Mining,Machine Learning,R,SQL,Java,Spark,Python,,,,,,,
Job1487,Annapolis,10001,AI Scientist (Product),https://www.indeed.com/rc/clk?jk=4c5a570eb750b6d3&fccid=fe404d18bb9eef1e&vjs=3,artificial_intelligence,4.3,Associates Degree,Spotify,Software Development,140000-159999,R,Python,SQL,Tableau,,,,,,,,,,
Job1488,Chicago,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=8d42d947cb119cd7&fccid=216d41871d706ac1&vjs=3,artificial_intelligence,4.5,Masters Degree,Crystal Dynamics,Software Development,140000-159999,AI,Machine Learning,Hadoop,SQL,Tableau,Java,Big Data,Splunk,Spark,Data Analysis,Python,,,
Job1489,Seattle,02101,Senior AI Scientist,https://www.indeed.com/rc/clk?jk=6fcde6728dc6cab4&fccid=c5c99ec01e2125aa&vjs=3,artificial_intelligence,4,PHD/Doctorate Degree,GE Careers,Industrial Manufacturing,140000-159999,Machine Learning,Scala,R,C/C++,Java,Spark,Git,MATLAB,Python,SVN,,,,
Job1491,Annapolis,60657,AI Scientist,https://www.indeed.com/rc/clk?jk=e121d946316e44e6&fccid=7e9afa700659af5d&vjs=3,artificial_intelligence,4,Masters Degree,Peak6,Software Development,140000-159999,TensorFlow,Machine Learning,SQL,Python,,,,,,,,,,
Job1492,Annapolis,10001,AI Scientist,https://www.indeed.com/rc/clk?jk=da933ee5d3fe2d36&fccid=b6cbe54d4f54ff6d&vjs=3,artificial_intelligence,3.6,Associates Degree,McGraw Hill Financial,Banks and Financial Services,140000-159999,Pig,Hive,Machine Learning,Experimental Design,Perl,R,C/C++,Solr,Natural Language Processing,Data Analysis,MATLAB,AI,Data Mining,Hadoop
Job1494,Annapolis,94115,Staff AI Scientist,https://www.indeed.com/rc/clk?jk=cc6cea7a0be91517&fccid=8c49e99f20f89e48&vjs=3,artificial_intelligence,3.7,Bachelors Degree,Walmart eCommerce,Internet and Software,140000-159999,JavaScript,Hive,Quantitative Analysis,Data Mining,Ruby,Machine Learning,Hadoop,C/C++,HBase,SQL,Java,Big Data,Natural Language Processing,MySQL
Job1495,Annapolis,94115,Staff AI Scientist,https://www.indeed.com/rc/clk?jk=a3e27315ce0c562e&fccid=8c49e99f20f89e48&vjs=3,artificial_intelligence,3.7,Associates Degree,Walmart eCommerce,Internet and Software,140000-159999,JavaScript,Hive,Quantitative Analysis,Data Mining,Ruby,Machine Learning,Hadoop,C/C++,HBase,SQL,Java,Big Data,Natural Language Processing,MySQL
Job1496,Annapolis,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=e3cf650b60fb0f16&fccid=674737b89dda47a6&vjs=3,artificial_intelligence,3.9,PHD/Doctorate Degree,Grand Rounds,Health Care,140000-159999,Linux,Hive,Ruby,Machine Learning,Hadoop,R,Scala,Azure,Google Cloud Platform,SQL,Big Data,Java,Spark,Shell Scripting
Job1497,Boston,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=be84d7cc0a8d3a1f&fccid=214357139b3d02ca&vjs=3,artificial_intelligence,3.5,Associates Degree,Yapstone,Software Development,140000-159999,Data Mining,Machine Learning,R,Statisical Analysis,Python,,,,,,,,,
Job1498,Annapolis,08601,AI Scientist II,https://www.indeed.com/rc/clk?jk=ccac6f4a672994a4&fccid=c46d0116f6e69eae&vjs=3,artificial_intelligence,3.9,PHD/Doctorate Degree,JPMorgan Chase,Banks and Financial Services,140000-159999,Natural Language Processing,Machine Learning,Data Analysis,SDLC,,,,,,,,,,
Job1499,Chicago,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=2d22fc8b34d183e3&fccid=36234d625fdcdd96&vjs=3,artificial_intelligence,4.1,Masters Degree,Aruba Networks,Telecommunications,140000-159999,Java,Spark,Machine Learning,Go,Scala,,,,,,,,,
Job1500,Denver,94115,Senior AI Scientist,https://www.indeed.com/rc/clk?jk=c5a5a3244f1c0348&fccid=66403b30a2c0d89c&vjs=3,artificial_intelligence,3.9,Associates Degree,Netflix,Internet and Software,140000-159999,Pig,Hive,Spark,R,Python,SQL,Tableau,,,,,,,
Job1501,Charleston,10001,AI Scientist - Journey Analytics,https://www.indeed.com/rc/clk?jk=63ce391b27e27d86&fccid=6576e7250aa78c3c&vjs=3,artificial_intelligence,4.3,Bachelors Degree,McKinsey & Company,Software Development,140000-159999,Machine Learning,R,Python,,,,,,,,,,,
Job1503,Richmond,29401,AI Scientist II,https://www.indeed.com/rc/clk?jk=b460a2c5899377c9&fccid=2dca638e1dc13d77&vjs=3,artificial_intelligence,4,Bachelors Degree,Valassis Digital,Software Development,140000-159999,Machine Learning,Hadoop,R,Spark,Python,,,,,,,,,
Job1504,San Francisco,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=514db09cf6aca0af&fccid=7ae83685be939814&vjs=3,artificial_intelligence,3.9,Associates Degree,Xilinx,Industrial Manufacturing,140000-159999,Machine Learning,Hadoop,Project Management,R,HTML5,SQL,MongoDB,CSS,Python,ADAS,PHP,AWS,,
Job1505,Boston,94115,Junior AI Scientist(s)- MI and AI,https://www.indeed.com/rc/clk?jk=67848d323951ba49&fccid=82656d64a9a3e6a7&vjs=3,artificial_intelligence,4.1,Bachelors Degree,Ericsson,Telecommunications,140000-159999,TensorFlow,AI,Machine Learning,Hadoop,Scala,R,C/C++,Big Data,Java,Cassandra,Spark,4G/LTE,Python,
Job1508,Charleston,94115,Staff AI Scientist,https://www.indeed.com/rc/clk?jk=82a50a33daa91397&fccid=9784ae78e9834539&vjs=3,artificial_intelligence,4.2,Masters Degree,Intuit,Internet and Software,140000-159999,AI,Hive,Data Mining,Machine Learning,Hadoop,R,SQL,Natural Language Processing,Spark,Python,Data Science,,,
Job1509,Boston,94115,Deep Learning AI Scientist,https://www.indeed.com/rc/clk?jk=30255b4fb9c7f81e&fccid=c267f29f0f85e8b8&vjs=3,artificial_intelligence,4.2,PHD/Doctorate Degree,NVIDIA,Computers and Electronics,140000-159999,TensorFlow,Natural Language Processing,AI,Spark,Machine Learning,Hadoop,R,Python,SQL,,,,,
Job1511,Chicago,94115,Senior AI Scientist,https://www.indeed.com/rc/clk?jk=e64f7f24fe8e170f&fccid=353eb997fc901045&vjs=3,artificial_intelligence,3.8,Associates Degree,Veeva,Internet and Software,140000-159999,TensorFlow,Hive,Machine Learning,R,Statisical Analysis,Sentiment Analytics,S3,SaaS,Software Development,MATLAB,Data Mining,Hadoop,Kafka,SAS
Job1512,Richmond,75001,Principal AI Scientist,https://www.indeed.com/rc/clk?jk=d337d5d9dea03690&fccid=053befe8409ab9e4&vjs=3,artificial_intelligence,3.5,PHD/Doctorate Degree,SYSCO,Consulting and Business Services,140000-159999,JavaScript,AI,SOAP,Machine Learning,XML,R,SAS,SQL,HTML5,Big Data,Java,STATA,SPSS,Data Science
Job1515,Chicago,10001,Underwriting AI Scientist,https://www.indeed.com/rc/clk?jk=c6a009f3bb7b51b1&fccid=9a92a4bf81326e1e&vjs=3,artificial_intelligence,3.8,Masters Degree,AIG,Insurance,140000-159999,Machine Learning,Hadoop,R,Oracle,Python,C/C++,DB2,,,,,,,
Job1516,San Francisco,94115,AI Scientist,https://www.indeed.com/rc/clk?jk=8b22652a3aee9d56&fccid=71e6ca9fd4db82cf&vjs=3,artificial_intelligence,4.1,Associates Degree,Barrick Gold Corporation,Agriculture and Extraction,140000-159999,AI,Machine Learning,Data Management,R,SAS,SPSS,Python,Data Science,,,,,,
Job1517,Chicago,94115,Research AI Scientist,https://www.indeed.com/rc/clk?jk=78c3b45fff2a6547&fccid=617d7f961cfcf54a&vjs=3,artificial_intelligence,3.9,Masters Degree,Electronic Arts,Internet and Software,140000-159999,Pig,Hive,Machine Learning,Hadoop,SAS,C/C++,SQL,Java,SPSS,,,,,
Job1518,Seattle,94115,Staff AI Scientist,https://www.indeed.com/rc/clk?jk=0e5907e6d3c7ca9d&fccid=8c49e99f20f89e48&vjs=3,artificial_intelligence,3.7,Masters Degree,Walmart eCommerce,Internet and Software,140000-159999,Linux,Data Mining,Ruby,Machine Learning,R,Perl,Scala,Azure,Image Processing,Shell Scripting,Python,,,
Job1520,San Francisco,94115,Sr. AI Scientist,https://www.indeed.com/rc/clk?jk=ce8d5191e85d5507&fccid=dc156e4b91443100&vjs=3,artificial_intelligence,3.6,Associates Degree,Sony Interactive Entertainment PlayStation,Computers and Electronics,140000-159999,Big Data,TensorFlow,AI,Spark,Machine Learning,Hadoop,Python,,,,,,,
Job1521,New York City,08601,Network AI Scientist,https://www.indeed.com/rc/clk?jk=3f76975212bdb024&fccid=f7029f63fe5c906e&vjs=3,artificial_intelligence,3.9,PHD/Doctorate Degree,Verizon,Software Development,140000-159999,Linux,Microsoft SQL Server,Hadoop,Scripting,Perl,Oracle,SQL,Tableau,Teradata,Java,.Net,Splunk,Alteryx,Shell Scripting
Job1522,Trenton,94115,Senior AI Scientist,https://www.indeed.com/rc/clk?jk=7d54f7ae466ed9b8&fccid=fc11051b2286772e&vjs=3,artificial_intelligence,3.7,Masters Degree,Omnicell,Software Development,140000-159999,AI,Data Mining,Machine Learning,R,Scala,Statisical Analysis,Big Data,Python,,,,,,
Job1523,Trenton,94115,Product AI Scientist,https://www.indeed.com/rc/clk?jk=94c487a14d17bb3e&fccid=73ceef0a2153d2b8&vjs=3,artificial_intelligence,3.6,Associates Degree,Waymo,Software Development,140000-159999,Natural Language Processing,Machine Learning,R,Python,SQL,,,,,,,,,
Job1524,Dallas,94115,Staff AI Scientist,https://www.indeed.com/rc/clk?jk=1ba9818b07b06bac&fccid=ef63980be6005ec6&vjs=3,artificial_intelligence,4.4,PHD/Doctorate Degree,Coursera,Software Development,140000-159999,Statistical Software,Natural Language Processing,Machine Learning,Project Management,R,Python,,,,,,,,
Job1525,San Francisco,94115,Staff AI Scientist (GEC11903),https://www.indeed.com/rc/clk?jk=fbf4f48f2fda65f5&fccid=8c49e99f20f89e48&vjs=3,artificial_intelligence,3.7,Masters Degree,Walmart eCommerce,Internet and Software,140000-159999,Hive,Spark,Machine Learning,Hadoop,Python,SQL,,,,,,,,
Job1527,Seattle,10001,Network AI Scientist,https://www.indeed.com/rc/clk?jk=abd235f9916e5e96&fccid=f7029f63fe5c906e&vjs=3,artificial_intelligence,3.9,Bachelors Degree,Verizon,Telecommunications,140000-159999,Linux,Microsoft SQL Server,Hadoop,Scripting,Perl,Oracle,SQL,Tableau,Teradata,Java,.Net,Splunk,Alteryx,Shell Scripting
Job1528,St. Louis,23173,Aviation Safety AI Scientist,https://www.indeed.com/rc/clk?jk=b2a4ffe926fd6105&fccid=fd03a1a845b02aae&vjs=3,artificial_intelligence,4.1,Masters Degree,Mitre Corporation,Health Care,140000-159999,Pig,Machine Learning,Hadoop,R,SQL,Tableau,Aviation Experience,Spark,Python,,,,,
Job1529,St. Louis,94115,Staff AI Scientist,https://www.indeed.com/rc/clk?jk=9560e7c1e384058f&fccid=822bc5d9a49270ea&vjs=3,artificial_intelligence,3.6,Masters Degree,Walmart,Retail,140000-159999,Linux,Data Mining,Ruby,Machine Learning,R,Perl,Scala,Azure,Image Processing,Shell Scripting,Python,,,
Job1530,San Francisco,94115,Staff AI Scientist,https://www.indeed.com/rc/clk?jk=d12b84a6c4fe7598&fccid=822bc5d9a49270ea&vjs=3,artificial_intelligence,3.6,PHD/Doctorate Degree,Walmart,Retail,140000-159999,JavaScript,Hive,Quantitative Analysis,Data Mining,Ruby,Machine Learning,Hadoop,C/C++,HBase,SQL,Java,Big Data,Natural Language Processing,MySQL
